1492268642,60.1990063,24.9343515
1492268759,60.1982906,24.9400679
1492268819,60.1966508,24.9429214
1492268819,60.1966508,24.9429214
1492268911,60.1943316,24.9449806
1492268967,60.1929016,24.9438251
1492269033,60.1908426,24.9487288
1492269033,60.1908426,24.9487288
1492269134,60.188941,24.9527948
1492269199,60.1869944,24.9521592
1492269199,60.1869944,24.9521592
1492269321,60.1853153,24.9514083
1492269321,60.1853153,24.9514083
1492269437,60.1835062,24.9527101
1492269519,60.1813117,24.9499899
1492269595,60.1790676,24.9500656
1492269595,60.1790676,24.9500656
1492269595,60.1790676,24.9500656
1492269761,60.1733634,24.9491876
1492269832,60.1716923,24.9473973
1492269832,60.1716923,24.9473973
1492269832,60.1716923,24.9473973
1492269832,60.1716923,24.9473973
1492269832,60.1716923,24.9473973
1492270120,60.170435,24.9406728
1492270120,60.170435,24.9406728
1492270120,60.170435,24.9406728
1492270282,60.1687821,24.9354617
1492270282,60.1687821,24.9354617
1492270388,60.1678048,24.9312519
1492270475,60.1654763,24.9268621
1492270475,60.1654763,24.9268621
1492270606,60.1626481,24.9231544
1492270606,60.1626481,24.9231544
1492270707,60.1599007,24.9213179
1492270707,60.1599007,24.9213179
1492270844,60.15407,24.919259
1492270914,60.151329,24.915588
1492270914,60.151329,24.915588
1492270914,60.151329,24.915588
1492270914,60.151329,24.915588
1492270914,60.151329,24.915588